word,chinese,type,definition,level,has_image
mud,泥巴,Weather & Nature,soft wet earth,elementary,1
ground,地面,Weather & Nature,the surface of the earth; the land,elementary,1
field,田野,Weather & Nature,a large area of open land,elementary,1
earth,地球,Weather & Nature,the planet we live on; also means soil,elementary,1
air,空氣,Weather & Nature,what we breathe; the gas all around us,elementary,1
fire,火,Weather & Nature,the hot bright thing you see when something burns,elementary,1
smoke,煙,Weather & Nature,the gray or white gas that comes from fire,elementary,1
rainbow,彩虹,Weather & Nature,a curve of colors in the sky after rain,elementary,1
environment,環境,Weather & Nature,the natural world around us,elementary,1
pollution,污染,Weather & Nature,"dirty or harmful things in the air, water, or land",elementary,1
recycle,回收,Weather & Nature,to use old materials to make new things,elementary,1
car,汽車,Transportation & Travel,a vehicle with four wheels that people drive,elementary,1
bus,公車,Transportation & Travel,a large vehicle that carries many people,elementary,1
train,火車,Transportation & Travel,a vehicle that runs on tracks and carries people,elementary,1
airplane,飛機,Transportation & Travel,a vehicle with wings that flies in the sky,elementary,1
bicycle,腳踏車,Transportation & Travel,a vehicle with two wheels that you ride by pedaling,elementary,1
motorcycle,摩托車,Transportation & Travel,a vehicle with two wheels and an engine,elementary,1
boat,船,Transportation & Travel,a vehicle that moves on water,elementary,1
ship,輪船,Transportation & Travel,a large boat that carries people or things on the ocean,elementary,1
taxi,計程車,Transportation & Travel,a car you pay to take you somewhere,elementary,1
truck,卡車,Transportation & Travel,a large vehicle for carrying heavy things,elementary,1
subway,地鐵,Transportation & Travel,a train that goes underground in a city,elementary,1
helicopter,直升機,Transportation & Travel,a vehicle that flies with spinning blades on top,elementary,1
drive,開車,Transportation & Travel,to control and move a car or vehicle,elementary,1
ride,騎乘,Transportation & Travel,to sit on and control a bicycle or horse; to travel in a vehicle,elementary,1
fly,飛,Transportation & Travel,to move through the air,elementary,1
walk,走路,Transportation & Travel,to move on your feet,elementary,1
run,跑步,Transportation & Travel,to move quickly on your feet,elementary,1
travel,旅行,Transportation & Travel,"to go from one place to another, usually far away",elementary,1
trip,旅程,Transportation & Travel,a journey to a place and back,elementary,1
road,道路,Transportation & Travel,a long hard surface for cars and trucks to drive on,elementary,1
street,街道,Transportation & Travel,a road in a city or town with buildings on both sides,elementary,1
bridge,橋,Transportation & Travel,a structure built over water or a road so you can cross,elementary,1
corner,轉角,Transportation & Travel,the point where two streets or walls meet,elementary,1
traffic,交通,Transportation & Travel,"cars, buses, and trucks moving on a road",elementary,1
ticket,票,Transportation & Travel,a piece of paper that lets you travel or enter a place,elementary,1
passport,護照,Transportation & Travel,an official book that shows who you are when you travel to another country,elementary,1
suitcase,行李箱,Transportation & Travel,a bag with a handle for carrying clothes when you travel,elementary,1
arrive,到達,Transportation & Travel,to get to a place,elementary,1
leave,離開,Transportation & Travel,to go away from a place,elementary,1
stop,停止,Transportation & Travel,to not move anymore; a place where a bus picks up people,elementary,1
speed,速度,Transportation & Travel,how fast something moves,elementary,1
fast,快的,Transportation & Travel,moving quickly,elementary,1
slow,慢的,Transportation & Travel,not moving quickly,elementary,1
safe,安全的,Transportation & Travel,not in danger; protected,elementary,1
dangerous,危險的,Transportation & Travel,not safe; might hurt you,elementary,1
happy,快樂的,Feelings & Emotions,feeling good and pleased,elementary,0
sad,難過的,Feelings & Emotions,feeling unhappy,elementary,0
angry,生氣的,Feelings & Emotions,feeling very upset and wanting to shout,elementary,0
scared,害怕的,Feelings & Emotions,feeling afraid; worried about danger,elementary,0
afraid,害怕的,Feelings & Emotions,feeling fear,elementary,0
surprised,驚訝的,Feelings & Emotions,feeling something you did not expect,elementary,0
excited,興奮的,Feelings & Emotions,feeling very happy about something that will happen,elementary,0
tired,疲倦的,Feelings & Emotions,feeling like you need to rest or sleep,elementary,0
bored,無聊的,Feelings & Emotions,not interested; having nothing fun to do,elementary,0
worried,擔心的,Feelings & Emotions,feeling that something bad might happen,elementary,0
nervous,緊張的,Feelings & Emotions,feeling worried about what will happen,elementary,0
proud,驕傲的,Feelings & Emotions,feeling good about something you did well,elementary,0
shy,害羞的,Feelings & Emotions,feeling uncomfortable around people you don't know,elementary,0
lonely,孤單的,Feelings & Emotions,feeling sad because you are alone,elementary,0
sorry,抱歉的,Feelings & Emotions,feeling bad about something you did,elementary,0
kind,善良的,Feelings & Emotions,nice and caring toward others,elementary,0
brave,勇敢的,Feelings & Emotions,not afraid to do hard or scary things,elementary,0
careful,小心的,Feelings & Emotions,paying attention so you don't make mistakes or get hurt,elementary,0
curious,好奇的,Feelings & Emotions,wanting to know or learn about something,elementary,0
confused,困惑的,Feelings & Emotions,not understanding; not sure what is happening,elementary,0
jealous,嫉妒的,Feelings & Emotions,wanting what someone else has,elementary,0
grateful,感激的,Feelings & Emotions,feeling thankful for something,elementary,0
calm,平靜的,Feelings & Emotions,quiet and peaceful; not worried or angry,elementary,0
comfortable,舒適的,Feelings & Emotions,feeling relaxed and at ease,elementary,0
uncomfortable,不舒服的,Feelings & Emotions,not feeling relaxed; not at ease,elementary,0
hope,希望,Feelings & Emotions,to want something to happen and believe it can,elementary,0
love,愛,Feelings & Emotions,a very strong feeling of caring about someone,elementary,0
like,喜歡,Feelings & Emotions,to enjoy something or someone,elementary,0
hate,討厭,Feelings & Emotions,to dislike something very much,elementary,0
miss,想念,Feelings & Emotions,to feel sad because someone or something is not with you,elementary,0
enjoy,享受,Feelings & Emotions,to get pleasure from doing something,elementary,0
laugh,笑,Feelings & Emotions,to make sounds because something is funny,elementary,0
smile,微笑,Feelings & Emotions,to turn up the corners of your mouth to show happiness,elementary,0
cry,哭,Feelings & Emotions,to have tears fall from your eyes because you are sad,elementary,0
feel,感覺,Feelings & Emotions,to experience an emotion or sensation,elementary,0
be,是,Common Verbs (Actions),"to exist; to have a certain quality (I am, you are, he is)",elementary,0
have,有,Common Verbs (Actions),to own or hold something,elementary,0
do,做,Common Verbs (Actions),to perform an action,elementary,0
say,說,Common Verbs (Actions),to speak words,elementary,0
go,去,Common Verbs (Actions),to move from one place to another,elementary,0
come,來,Common Verbs (Actions),to move toward the speaker,elementary,0
get,得到,Common Verbs (Actions),to receive or obtain something,elementary,0
make,製作,Common Verbs (Actions),to create or build something,elementary,0
know,知道,Common Verbs (Actions),to have information in your mind,elementary,0
think,想,Common Verbs (Actions),to use your mind to consider something,elementary,0
take,拿,Common Verbs (Actions),to get something with your hand; to carry,elementary,0
see,看見,Common Verbs (Actions),to use your eyes to notice something,elementary,0
look,看,Common Verbs (Actions),to point your eyes at something on purpose,elementary,0
find,找到,Common Verbs (Actions),to discover something you were looking for,elementary,0
give,給,Common Verbs (Actions),to let someone have something,elementary,0
tell,告訴,Common Verbs (Actions),to say something to someone,elementary,0
ask,問,Common Verbs (Actions),to say a question to someone,elementary,0
use,使用,Common Verbs (Actions),to do something with a tool or object,elementary,0
try,嘗試,Common Verbs (Actions),to make an effort to do something,elementary,0
need,需要,Common Verbs (Actions),to must have something,elementary,0
want,想要,Common Verbs (Actions),to wish for something,elementary,0
help,幫助,Common Verbs (Actions),to do something for someone to make things easier,elementary,0
start,開始,Common Verbs (Actions),to begin doing something,elementary,0
finish,完成,Common Verbs (Actions),to complete something; to reach the end,elementary,0
open,打開,Common Verbs (Actions),to make something not closed,elementary,0
close,關閉,Common Verbs (Actions),to shut something,elementary,0
turn,轉,Common Verbs (Actions),to move in a different direction; to rotate,elementary,0
move,移動,Common Verbs (Actions),to go from one place to another,elementary,0
put,放,Common Verbs (Actions),to place something somewhere,elementary,0
keep,保持,Common Verbs (Actions),to continue to have something; not give away,elementary,0
hold,握住,Common Verbs (Actions),to have something in your hands,elementary,0
bring,帶來,Common Verbs (Actions),to carry something to a place,elementary,0
