filename,word,type,description
1200-essential-english-words.md,storm,Weather & Nature,very bad weather with heavy rain and strong wind
1200-essential-english-words.md,thunder,Weather & Nature,the loud sound during a storm
1200-essential-english-words.md,lightning,Weather & Nature,a flash of bright light in the sky during a storm
1200-essential-english-words.md,fog,Weather & Nature,a thick cloud close to the ground that makes it hard to see
1200-essential-english-words.md,ice,Weather & Nature,frozen water
1200-essential-english-words.md,hot,Weather & Nature,having a high temperature
1200-essential-english-words.md,cold,Weather & Nature,having a low temperature
1200-essential-english-words.md,warm,Weather & Nature,a little hot; comfortable
1200-essential-english-words.md,cool,Weather & Nature,a little cold; pleasantly not warm
1200-essential-english-words.md,wet,Weather & Nature,covered with water; not dry
1200-essential-english-words.md,dry,Weather & Nature,not wet; without water
1200-essential-english-words.md,temperature,Weather & Nature,how hot or cold something is
1200-essential-english-words.md,nature,Weather & Nature,everything in the world that is not made by people
1200-essential-english-words.md,tree,Weather & Nature,a tall plant with a trunk and branches
1200-essential-english-words.md,flower,Weather & Nature,the colorful part of a plant
1200-essential-english-words.md,grass,Weather & Nature,a green plant that covers the ground
1200-essential-english-words.md,leaf,Weather & Nature,a flat green part of a plant or tree
1200-essential-english-words.md,seed,Weather & Nature,a small thing from a plant that can grow into a new plant
1200-essential-english-words.md,root,Weather & Nature,the part of a plant that grows under the ground
1200-essential-english-words.md,forest,Weather & Nature,a large area with many trees
1200-essential-english-words.md,mountain,Weather & Nature,a very high piece of land
1200-essential-english-words.md,hill,Weather & Nature,"a raised area of land, smaller than a mountain"
1200-essential-english-words.md,river,Weather & Nature,a long flow of water across the land
1200-essential-english-words.md,lake,Weather & Nature,a large body of water surrounded by land
1200-essential-english-words.md,ocean,Weather & Nature,the huge body of salt water that covers most of Earth
1200-essential-english-words.md,sea,Weather & Nature,"a large body of salt water, smaller than an ocean"
1200-essential-english-words.md,beach,Weather & Nature,the sandy area next to the ocean or a lake
1200-essential-english-words.md,island,Weather & Nature,land that has water all around it
1200-essential-english-words.md,rock,Weather & Nature,a hard solid piece of the earth
1200-essential-english-words.md,sand,Weather & Nature,tiny pieces of rock found on beaches
1200-essential-english-words.md,mud,Weather & Nature,soft wet earth
1200-essential-english-words.md,ground,Weather & Nature,the surface of the earth; the land
1200-essential-english-words.md,field,Weather & Nature,a large area of open land
1200-essential-english-words.md,earth,Weather & Nature,the planet we live on; also means soil
1200-essential-english-words.md,air,Weather & Nature,what we breathe; the gas all around us
1200-essential-english-words.md,fire,Weather & Nature,the hot bright thing you see when something burns
1200-essential-english-words.md,smoke,Weather & Nature,the gray or white gas that comes from fire
1200-essential-english-words.md,star,Weather & Nature,a small bright light in the night sky
1200-essential-english-words.md,rainbow,Weather & Nature,a curve of colors in the sky after rain
1200-essential-english-words.md,environment,Weather & Nature,the natural world around us
1200-essential-english-words.md,pollution,Weather & Nature,"dirty or harmful things in the air, water, or land"
1200-essential-english-words.md,recycle,Weather & Nature,to use old materials to make new things
1200-essential-english-words.md,car,Transportation & Travel,a vehicle with four wheels that people drive
1200-essential-english-words.md,bus,Transportation & Travel,a large vehicle that carries many people
1200-essential-english-words.md,train,Transportation & Travel,a vehicle that runs on tracks and carries people
1200-essential-english-words.md,airplane,Transportation & Travel,a vehicle with wings that flies in the sky
1200-essential-english-words.md,bicycle,Transportation & Travel,a vehicle with two wheels that you ride by pedaling
1200-essential-english-words.md,motorcycle,Transportation & Travel,a vehicle with two wheels and an engine
1200-essential-english-words.md,boat,Transportation & Travel,a vehicle that moves on water
1200-essential-english-words.md,ship,Transportation & Travel,a large boat that carries people or things on the ocean
1200-essential-english-words.md,taxi,Transportation & Travel,a car you pay to take you somewhere
1200-essential-english-words.md,truck,Transportation & Travel,a large vehicle for carrying heavy things
1200-essential-english-words.md,subway,Transportation & Travel,a train that goes underground in a city
1200-essential-english-words.md,helicopter,Transportation & Travel,a vehicle that flies with spinning blades on top
1200-essential-english-words.md,drive,Transportation & Travel,to control and move a car or vehicle
1200-essential-english-words.md,ride,Transportation & Travel,to sit on and control a bicycle or horse; to travel in a vehicle
1200-essential-english-words.md,fly,Transportation & Travel,to move through the air
1200-essential-english-words.md,walk,Transportation & Travel,to move on your feet
1200-essential-english-words.md,run,Transportation & Travel,to move quickly on your feet
1200-essential-english-words.md,travel,Transportation & Travel,"to go from one place to another, usually far away"
1200-essential-english-words.md,trip,Transportation & Travel,a journey to a place and back
1200-essential-english-words.md,road,Transportation & Travel,a long hard surface for cars and trucks to drive on
1200-essential-english-words.md,street,Transportation & Travel,a road in a city or town with buildings on both sides
1200-essential-english-words.md,bridge,Transportation & Travel,a structure built over water or a road so you can cross
1200-essential-english-words.md,corner,Transportation & Travel,the point where two streets or walls meet
1200-essential-english-words.md,traffic,Transportation & Travel,"cars, buses, and trucks moving on a road"
1200-essential-english-words.md,ticket,Transportation & Travel,a piece of paper that lets you travel or enter a place
1200-essential-english-words.md,passport,Transportation & Travel,an official book that shows who you are when you travel to another country
1200-essential-english-words.md,suitcase,Transportation & Travel,a bag with a handle for carrying clothes when you travel
